16510,0
25308,0
45953,0
55467,0
21450,0
35992,0
62900,0
61310,0
49398,0
18979,0
26701,0
20136,0
56331,0
37822,0
15238,0
2152,0
63244,0
5432,0
414,0
45749,0
3544,0
44728,0
21722,0
9115,0
3807,0
53311,0
3787,0
61967,0
4452,0
18964,0
59893,0
2811,0
29521,0
13007,0
29106,0
23412,0
27383,0
1983,0
165,0
40881,0
45338,0
22596,0
40586,0
19972,0
32613,0
4480,0
32157,1
36179,0
25427,0
22474,0
32506,0
8218,0
24510,0
4788,0
29550,0
11340,0
53316,0
13535,0
49919,0
32083,0
34868,0
1282,0
11218,0
40575,0
25965,0
17983,0
2715,0
57126,0
57445,0
45625,0
24164,0
51804,0
49918,0
4279,0
36585,0
42160,0
43284,0
19469,0
51251,0
51532,0
17484,0
37128,0
50201,0
60642,0
35273,0
58605,0
17795,0
56139,0
15794,0
52954,0
38035,0
37477,0
34246,0
64976,0
35765,0
57960,0
21443,0
31474,0
18717,0
54265,0
1736,0
30864,0
64128,0
880,1
44013,0
39883,0
24324,0
42620,0
23920,0
32829,0
57315,0
45024,0
30414,0
33029,0
31875,0
46026,0
9429,0
47739,0
13833,0
9974,0
41709,0
15136,0
63614,0
50054,0
1626,0
35713,0
44095,0
11994,0
33886,0
44770,0
10772,0
54569,0
24835,0
13961,0
55835,0
28015,0
58129,0
17213,0
55715,0
53067,0
42952,0
43528,0
45700,0
23626,0
21897,0
41051,0
11544,0
53766,0
48282,0
5175,0
30933,0
59537,0
2900,0
42353,0
98,1
33867,0
20365,0
23360,0
11315,0
4118,0
56267,0
14294,0
19621,0
1118,0
37389,0
33704,0
36049,0
17246,0
44603,0
33138,0
638,1
44092,0
14210,0
64895,0
49563,0
50963,0
4629,0
22156,0
26848,0
48255,0
1499,0
29132,0
40092,0
16573,0
62720,0
52657,0
62647,0
1779,0
55821,0
53784,0
56653,0
24126,0
56329,0
29820,0
51293,0
39659,0
40564,0
24198,0
36954,0
41059,0
26816,0
13292,0
64897,1
35736,0
51583,0
13226,0
54430,0
14199,0
57418,0
50372,0
37410,0
48606,0
21486,0
29042,0
58557,0
41101,0
36968,0
32025,0
18832,0
36991,0
42059,0
9590,0
8294,0
51460,0
58315,0
24547,0
51543,0
54181,0
45311,0
40415,0
30941,0
64679,0
54814,0
50421,0
1911,0
10063,0
3845,0
22911,0
24561,0
11491,0
39579,0
18445,0
9446,0
36472,0
36884,0
35529,0
11901,0
61777,0
48365,0
2737,0
52371,0
40292,0
2098,0
560,1
49264,0
30848,0
64336,0
37868,0
10586,0
40745,0
61606,0
31712,0
61350,0
56301,0
39778,0
21033,0
12156,0
58466,0
40560,0
176,0
18924,0
61657,0
36745,0
26186,0
18097,0
13761,0
8249,0
12545,0
52075,0
25068,0
40407,0
9330,0
22128,0
41922,0
63136,0
43585,0
23109,0
19425,0
31012,0
729,0
26901,0
50161,0
25803,0
47501,1
19259,0
2337,0
169,0
32043,0
575,0
7535,0
37289,0
25250,0
35402,0
7544,0
27554,0
6784,0
24490,0
26397,0
16908,0
26956,0
45525,0
49498,0
60148,0
24483,0
62396,0
19306,0
56985,0
16089,0
26874,0
54777,0
21981,0
56576,0
642,0
14868,0
30913,0
41584,0
40537,0
48377,0
45414,0
16446,0
61840,0
2084,0
3980,0
7753,0
18594,0
46280,0
62317,0
25220,0
12354,0
18557,0
52631,0
42830,0
41278,0
12388,0
33017,0
29077,0
44985,0
47759,0
15103,0
32900,0
33144,0
39094,0
9821,0
38946,0
59688,0
38534,0
33248,0
12743,0
7292,0
42399,0
11323,0
38984,0
2696,0
9233,0
19959,0
17502,0
17702,0
27282,0
20030,0
61575,0
62882,0
4873,0
59248,0
9580,0
32805,0
56417,0
54452,0
49888,0
64518,0
63956,0
29315,0
55998,0
20727,0
59384,0
5923,0
10741,0
64519,0
38954,0
55044,0
49691,0
43016,0
23664,0
35565,0
49143,0
64543,0
8629,0
13646,0
16080,0
646,0
64752,0
45120,0
6009,0
7600,0
46682,0
24030,0
53455,0
47880,0
23914,0
60850,0
26799,0
28146,0
65284,0
21128,0
31573,0
39499,0
3696,0
15393,0
52166,0
19507,0
35136,0
49062,0
60557,1
52933,0
14325,0
19336,0
36559,0
37265,0
63349,0
12108,0
34852,0
46491,0
12607,0
22107,0
50735,0
44512,0
24384,0
3798,0
18199,0
51535,0
34451,0
5872,0
46746,0
6579,0
65421,1
43970,0
41456,0
61432,0
46102,0
27905,0
22040,0
18275,0
18896,0
33560,0
2088,0
44472,0
41671,0
31028,0
8678,0
65371,0
56834,0
53839,0
19058,1
47223,0
44589,0
38093,0
52431,0
64278,0
50097,0
30360,0
18845,0
65496,0
46846,0
34207,0
25090,0
38197,0
12558,0
28991,0
16335,0
43681,0
20007,0
61020,0
60362,0
41958,0
30475,0
13951,0
29898,0
58146,0
57522,0
20853,0
30458,0
17010,1
16252,0
21581,0
14581,0
62855,0
10828,0
9147,0
9050,0
50287,0
43337,0
27268,0
34469,0
24337,0
10214,0
53797,0
54778,0
39452,0
57177,0
5766,0
54256,0
36770,0
27828,0
58786,0
31427,0
45017,0
47050,0
21910,0
37411,0
18629,0
50989,0
53071,0
38361,0
44559,0
9438,0
25133,0
6280,0
16818,0
33587,0
60330,0
2743,0
20885,0
56052,0
15202,0
8020,0
47122,0
50204,0
63406,0
40748,0
1457,0
65348,0
14776,0
27997,0
49368,0
49424,0
59446,0
45806,0
34221,0
55383,0
15722,0
55792,0
7677,0
59381,0
17057,0
52503,0
6735,0
7692,0
26594,0
25284,0
14932,0
44283,0
49349,0
56245,0
50442,0
52483,0
19932,0
10630,0
8976,0
56963,0
22134,0
4980,0
16180,0
30965,0
7782,0
34437,0
44267,0
27535,0
10024,0
35831,0
22462,0
31414,0
31650,0
11234,0
48409,0
30516,0
16758,0
15767,0
39031,0
62012,0
38019,0
16463,0
50225,0
11718,0
46347,0
44445,0
64099,0
22147,0
65222,0
17864,0
58027,0
42323,0
14576,0
42885,0
2435,0
25656,0
17900,0
26138,0
62548,0
7109,0
31420,0
41698,0
37854,0
16406,0
23870,0
40938,0
5238,0
64586,0
112,1
59371,0
53940,0
21332,0
56854,0
53658,0
37840,0
33563,0
65299,0
62776,0
27810,0
24318,0
40199,0
14280,0
11966,0
41190,0
6511,0
49051,0
63940,0
21750,0
40491,0
29149,0
38712,0
55090,0
60030,0
19120,0
1,0
4022,0
21891,0
8233,0
54641,0
39130,0
65102,0
58867,0
26012,0
27235,0
2641,0
9604,0
39084,0
14658,0
26831,0
12017,0
54367,0
57513,0
43275,0
27658,0
24783,0
17225,0
279,0
45249,0
32061,0
4526,0
1797,0
46606,0
42656,0
51324,0
64017,0
54190,0
58904,0
13609,0
43821,0
23884,0
48443,0
32670,0
5233,0
57505,0
49767,0
35841,0
19721,0
32981,0
58297,0
51156,0
37676,0
58663,0
16437,0
13203,0
32813,0
42068,0
53416,0
3532,0
59870,0
30509,0
3769,0
12627,0
32842,0
40080,0
61136,0
21087,0
40532,0
46262,0
32160,0
23216,0
14165,0
55915,0
44214,0
57434,0
46391,0
22424,0
46198,0
39376,0
55385,0
8479,0
23797,0
64353,0
60974,0
15216,0
26570,0
25493,0
23949,1
23946,0
34866,0
62066,0
20535,0
11798,0
19289,0
23703,0
22370,0
16862,0
48451,0
54654,0
22096,0
30032,0
27064,0
46266,0
54749,0
48570,0
42607,0
8633,0
20320,0
49144,0
45677,0
37817,0
62194,0
63642,0
57066,0
28543,0
45566,0
9715,0
44723,0
62849,0
35425,0
64082,0
22111,0
23822,0
23645,0
5861,0
9940,0
11852,0
26474,0
14624,0
14386,0
23159,0
3507,0
59187,0
43419,0
20117,0
34588,0
6286,0
63908,0
31317,0
65280,0
28373,0
59957,0
30060,0
59362,0
65412,0
38684,0
26170,0
19797,0
49259,0
30311,0
29530,0
61200,0
38827,0
51664,0
40217,0
2964,0
58623,0
37216,0
58244,0
52364,0
10660,0
60991,0
51276,0
44057,0
57851,0
29101,0
3039,0
8120,0
62155,0
49965,0
31072,0
4547,0
34732,0
18020,0
58457,0
2417,0
49001,0
53748,0
1009,0
2678,1
14826,0
47140,0
758,1
37968,0
48196,0
5403,0
40816,0
10707,0
49089,0
20734,0
43549,0
23009,0
54860,0
7467,0
52947,0
6811,0
22329,0
5123,0
22182,0
21801,0
30229,0
11770,0
53463,0
50513,0
54577,0
51329,0
18932,0
18981,0
58375,0
39468,0
64740,0
44650,0
39086,0
47115,0
2539,0
57325,0
48389,0
39044,0
57693,0
13176,0
44434,0
11092,0
53575,0
47529,0
14881,0
28503,0
16528,0
42587,0
42336,0
63770,0
34884,0
34141,0
31052,0
60960,0
42584,0
34470,0
12479,0
861,0
65138,0
30255,0
7846,0
6171,0
26350,0
28957,0
45290,0
31733,0
49609,0
30468,0
45568,0
10566,0
23279,0
45769,0
10767,0
18313,0
11860,0
3488,0
59967,0
42444,0
39945,0
14060,0
26205,0
13912,0
13123,0
30552,0
3277,0
30439,0
4605,0
44948,0
32405,0
31559,0
20298,0
5767,0
37987,0
24604,0
10895,0
55995,0
57902,0
32948,0
60869,0
15124,0
22670,0
33232,0
38991,0
8463,0
55319,0
9533,0
39314,0
19112,0
43287,0
9074,1
24834,0
33040,0
48070,0
39175,0
32131,0
5211,0
64693,0
4052,0
3182,0
32609,0
63790,0
17061,0
45209,0
14568,0
33581,0
22859,0
43271,0
16050,0
3611,0
49711,0
58430,0
61665,0
19351,0
53862,0
55423,0
8157,0
3763,0
50744,0
57273,0
52320,0
7095,0
21191,0
42650,0
41173,0
54405,0
35442,1
46912,0
20101,0
54445,0
44158,0
59680,0
28309,0
3585,0
44330,0
11625,0
54843,0
46723,0
50545,0
31014,0
14865,0
41873,0
30752,0
9299,0
37309,0
46673,0
41220,0
18257,0
36465,0
54869,0
18581,0
10082,0
37929,0
28296,0
2340,0
43461,0
57166,0
24031,0
21976,0
35195,0
36801,0
2916,0
44439,0
63310,0
9856,0
16555,0
29571,0
40851,0
59883,0
20042,0
4003,0
58932,0
6659,0
34988,0
59518,0
18253,0
20758,0
41967,0
19356,0
57626,0
26801,0
55563,0
14428,0
60228,0
49680,0
32313,0
48549,0
60820,0
41447,0
57644,0
62114,0
27935,0
12502,0
3218,0
43558,0
49845,0
9216,0
